issue_id,label,label_short,system_component,issue_type,severity,confidence,affected_engines,affected_years,onset_km_range,symptom,cause,fix,warning_signs,inspection_advice,mention_count,distinct_channel_count,source_videos,source,data_quality,notes,corroboration_count,model_scope,trim_evidence,distinct_trim_count,dominant_trim,cross_trim_corroboration_count,trim_scope_warning,affected_years_evidence,affected_years_triangulated,merged_from_issue_ids,affected_engines_original,_scope_notes
inlet_manifold_fault,Engine management light on without driving issues,Engine light on,engine,sensor_fault,low,medium,"[""1.8_TSI"", ""2.0_TSI""]",,,"Engine management light remains on, but does not affect driving.",Possible inlet manifold or sensor fault,Diagnostic scan and potential sensor or manifold repair,"[""Check engine light illuminated""]",Perform OBD2 scan for fault codes related to intake or sensors.,1,1,"[{""video_id"": ""6tJyCdtTlzM"", ""title"": ""SHOULD YOU BUY A VW GOLF GTI MK6 IN 2023? | Reliability | Performance | Running Costs |"", ""channel"": ""Joe Talks Cars"", ""video_type_category"": ""organic"", ""trim"": ""GTI""}]",youtube,medium,Symptom is non-specific; could be related to various sensors.,1,"[""all_vw_golf_mk6""]","{""GTI"": 1}",1,GTI,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2009-2013""], ""from_model_scope_window"": [""2009-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2009-2013"", ""fallback_window_source"": ""engine""}",,,,
interior_plastic_components_brittle,Brittle interior plastic components,Brittle interior plastics,body,wear_item,low,high,[],,,"Multiple interior plastic parts are broken, including gear knob, cup holder, seat adjuster handle, and sunglass holder.",,,[],,1,1,"[{""video_id"": ""gjEg96qtZcM"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2008-2012""], ""from_model_scope_window"": [""2008-2012""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2008-2012"", ""fallback_window_source"": ""engine""}",,,"[""1.6""]","[""system_component=body is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
neutral_position_sensor_fault,Neutral position sensor fault,Neutral sensor fault,gearbox,sensor_fault,medium,high,"[""1.6""]",,,OBD scan shows a neutral position sensor signal implausible fault.,,,[],,1,1,"[{""video_id"": ""gjEg96qtZcM"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2008-2012""], ""from_model_scope_window"": [""2008-2012""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2008-2012"", ""fallback_window_source"": ""engine""}",,,,
oil_consumption_2_0_tdi,High oil consumption on 2.0 TDI,Oil consumption,engine,chronic_failure,medium,high,"[""2.0_TDI""]",,,Engine requires frequent topping up of engine oil.,,,"[""Frequent oil top-ups needed""]",Check oil level and service history.,1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,"[""diesel_only""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008""], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2008""}",2008,,,
oil_dilution_fuel_short_trips,Oil dilution from fuel on short trips,Oil dilution,engine,wear_item,medium,medium,"[""1.2_TSI""]",,,"Fuel can slowly contaminate the engine oil, especially when the car is used primarily for very short distances.","Incomplete combustion and fuel wash-down into crankcase during short, cold trips.",Use the car for longer drives to heat oil fully; monitor oil level and change intervals.,"[""Fuel smell in oil, rising oil level""]",Check oil level and smell for fuel contamination; review driving patterns.,1,1,"[{""video_id"": ""SWyKL-IK9Ww"", ""title"": ""VW Golf MK6 Issues of the Petrol Engines 2008-2013"", ""channel"": ""different car review"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",youtube,medium,Common in direct-injection turbo engines used for city driving.,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008-2013""], ""from_engine_production_windows"": [""2009-2013""], ""from_model_scope_window"": [""2009-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2009-2013""}",2009-2013,,,
oil_leaks_gaskets,Gaskets leak at high mileage,Oil leaks,engine,wear_item,medium,medium,"[""1.8_TSI"", ""2.0_TSI""]",,"130k km (approx 80,000 miles)",Oil dumping on the ground from gaskets and other places that start to leak.,Gasket wear at high mileage,,"[""Oil spots under car""]",Check for oil leaks around engine gaskets and underside.,1,1,"[{""video_id"": ""LFed8YNxj2M"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2009-2013""], ""from_model_scope_window"": [""2009-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2009-2013"", ""fallback_window_source"": ""engine""}",,,,
oil_pump_belt_disintegration,Oil pump belt disintegration,Oil pump belt,engine,wear_item,high,high,"[""1.6_TDI"", ""2.0_TDI""]",2008-2013,,"Rubber oil pump belt can disintegrate, clogging the oil strainer and reducing oil pressure.",Belt material degradation over time,Replace oil pump belt as a preventive maintenance item,"[""Low oil pressure warning""]",Check service history for belt replacement interval adherence.,1,1,"[{""video_id"": ""4isZJFleo9g"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",youtube,medium,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": ""2008-2013"", ""from_llm_year_parsed"": [""2008-2013""], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008-2013""], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""intersect(llm_phrase, title)"", ""confidence"": ""high"", ""triangulated"": ""2008-2013""}",2008-2013,,,
oil_pump_drive_shaft_wear,Oil pump drive shaft wear,Oil pump shaft,engine,wear_item,high,medium,"[""2.0_TDI""]",made to 2009,,"The oil pump drive shaft can wear out, potentially causing loss of oil pressure.",Shaft wear,Inspect and replace worn components,"[""Low oil pressure warning""]",Particularly relevant for early 2.0 TDI models (pre-2009). Check service history.,1,1,"[{""video_id"": ""4isZJFleo9g"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",youtube,medium,Specific to early 2.0 TDI engines.,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": ""made to 2009"", ""from_llm_year_parsed"": [""2008-2009""], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008-2013""], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""intersect(llm_phrase, title)"", ""confidence"": ""high"", ""triangulated"": ""2008-2009""}",2008-2009,,,
old_inefficient_petrol_engines,"Old, inefficient petrol engines",Aged engines,engine,other,low,high,"[""1.4"", ""1.6""]",2009-2012,,Entry-level 1.4 and 1.6 petrol engines described as old and not eco-friendly.,Outdated engine design.,No fix; inherent characteristic.,"[""Higher fuel consumption"", ""Lower performance compared to newer engines""]",Consider for budget purchase but expect higher running costs.,1,1,"[{""video_id"": ""L3tijGoePWM"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": ""2009-2012"", ""from_llm_year_parsed"": [""2009-2012""], ""from_transcript_context"": [], ""from_source_video_titles"": [""2009-2012""], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""intersect(llm_phrase, title)"", ""confidence"": ""high"", ""triangulated"": ""2009-2012""}",2009-2012,,,
passenger_seat_sensor_failure,Passenger seat occupancy sensor fault,Seat Sensor,electrical,sensor_fault,low,high,[],,,Airbag warning light may illuminate due to faulty seat sensor.,Sensor mat failure or wiring issue.,Replace seat occupancy sensor or repair wiring.,"[""Airbag warning light""]",Check for airbag warning light on dashboard.,1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008""], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""model_window"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2008""}",2008,,"[""all""]","[""system_component=electrical is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
piston_side_cracking,Piston side cracking and breaking,Piston cracking,engine,chronic_failure,high,medium,"[""1.4_TSI""]",,before 100k km,"The side of the pistons can crack and break off, potentially leading to severe engine damage.",Material fatigue or design weakness under high stress.,Engine rebuild or replacement with updated pistons.,"[""Engine knocking, loss of compression, excessive oil consumption""]",Compression test; borescope inspection if possible.,1,1,"[{""video_id"": ""SWyKL-IK9Ww"", ""title"": ""VW Golf MK6 Issues of the Petrol Engines 2008-2013"", ""channel"": ""different car review"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",youtube,medium,Serious issue on some 1.4 TSI engines.,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008-2013""], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2008-2013""}",2008-2013,,,
plastic_intake_manifold_flap_failure,Plastic intake manifold flap failure,Intake flap failure,engine,wear_item,medium,medium,"[""2.0_TSI""]",,,"Plastic variable intake manifold flaps can wear out and fail, causing vacuum leaks and rough running.",Wear or breakage of plastic flap mechanism.,Replace the intake manifold.,"[""Rough idle, loss of power, vacuum leak noise""]",Check for vacuum leaks and fault codes related to intake manifold runner control.,1,1,"[{""video_id"": ""SWyKL-IK9Ww"", ""title"": ""VW Golf MK6 Issues of the Petrol Engines 2008-2013"", ""channel"": ""different car review"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",youtube,medium,Common wear item on many VW/Audi engines with variable intake manifolds.,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008-2013""], ""from_engine_production_windows"": [""2009-2013""], ""from_model_scope_window"": [""2009-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2009-2013""}",2009-2013,,,
post_emissions_update_issues,Issues after emissions software update,Post-update issues,engine,intermittent_fault,medium,medium,"[""1.6_TDI"", ""2.0_TDI""]",2008-2013,,Some owners experienced strange issues after the emissions scandal software update.,Emissions software update,,[],Ask owner if the 'dieselgate' update was performed and if any issues followed.,1,1,"[{""video_id"": ""4isZJFleo9g"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",youtube,medium,Vague symptom description.,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": ""2008-2013"", ""from_llm_year_parsed"": [""2008-2013""], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008-2013""], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""intersect(llm_phrase, title)"", ""confidence"": ""high"", ""triangulated"": ""2008-2013""}",2008-2013,,,
power_folding_mirror_faults,Power folding mirror electrical faults,Mirror Faults,electrical,intermittent_fault,low,high,[],,,Power folding mirrors can work erratically.,,,"[""Erratic mirror operation""]",Test power folding mirror function multiple times.,1,1,"[{""video_id"": ""55rbRo6ZUHs"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2009-2013""], ""from_model_scope_window"": [""2009-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2009-2013"", ""fallback_window_source"": ""engine""}",,,"[""2.0_TSI_R""]","[""system_component=electrical is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
radiator_fan_failure,Electric radiator cooling fan failure,Cooling Fan,cooling,chronic_failure,high,high,"[""all""]",,,Overheating due to inoperative electric cooling fan.,"Fan motor failure, resistor, or control module issue.","Replace fan assembly, resistor, or related control unit.","[""Overheating in traffic"", ""Fan not activating""]","With engine warm and AC on, verify both cooling fan stages operate.",1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008""], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""model_window"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2008""}",2008,,,
rear_brake_caliper_seizure,Rear brake caliper seizure,Brake caliper seizure,brakes,chronic_failure,medium,high,[],,,"Rear brake calipers seize and fail, partly due to hill hold assist.","Corrosion and sticking mechanisms, exacerbated by hill hold feature.","Clean, lubricate, or replace calipers.","[""Uneven brake wear"", ""Dragging sensation"", ""Brake overheating""]",Check rear brake pad wear for unevenness; test brake function.,1,1,"[{""video_id"": ""waG3i3Hon5Q"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""model_window"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2008-2013"", ""fallback_window_source"": ""model_window""}",,,,
rear_door_controller_power_fault,Rear door controller power fault,Door controller fault,electrical,intermittent_fault,low,high,[],,,"OBD scan shows a supply voltage fault for the rear left door controller, window does not work.",,,[],,1,1,"[{""video_id"": ""gjEg96qtZcM"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2008-2012""], ""from_model_scope_window"": [""2008-2012""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2008-2012"", ""fallback_window_source"": ""engine""}",,,"[""1.6""]","[""system_component=electrical is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
rear_suspension_arm_bush_wear,Rear suspension arm bush wear,Suspension bush wear,suspension,wear_item,medium,high,[],,,Offside rear suspension arm pin or bush is worn.,,,[],,1,1,"[{""video_id"": ""gjEg96qtZcM"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2008-2012""], ""from_model_scope_window"": [""2008-2012""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2008-2012"", ""fallback_window_source"": ""engine""}",,,"[""1.6""]","[""system_component=suspension is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
sunroof_drain_clogging,Sunroof drainage channels clog and cause leaks,Sunroof drain clog,body,fluid_leak,medium,medium,[],,,Clogged sunroof drains cause water ingress that can damage interior electronics and upholstery.,Debris clogging sunroof drainage tubes.,Clear sunroof drainage channels regularly.,"[""Water dripping from headliner, wet A-pillars""]",Test sunroof drainage by pouring water into channels and checking for proper flow.,1,1,"[{""video_id"": ""55rbRo6ZUHs"", ""title"": ""USED Volkswagen Mk6 Golf R - Common problems and should you buy one?"", ""channel"": ""ReDriven"", ""video_type_category"": ""organic"", ""trim"": ""R""}]",youtube,medium,Preventative maintenance is key to avoid electrical damage.,1,"[""all_vw_golf_mk6""]","{""R"": 1}",1,R,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2009-2013""], ""from_model_scope_window"": [""2009-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2009-2013"", ""fallback_window_source"": ""engine""}",,,"[""2.0_TSI_R""]","[""system_component=body is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
supercharger_magnetic_clutch_failure,Supercharger magnetic clutch failure on 1.4 TSI,Supercharger clutch,engine,chronic_failure,medium,medium,"[""1.4_TSI""]",,before 100k km,"Magnetic clutch of the supercharger (compressor) can fail, causing it to disengage and resulting in weak engine performance.",Failure of the magnetic clutch mechanism.,Replace the supercharger magnetic clutch or related components.,"[""Loss of low-end power, whining noise from supercharger area""]",Test supercharger engagement; listen for unusual noises or check for related fault codes.,1,1,"[{""video_id"": ""SWyKL-IK9Ww"", ""title"": ""VW Golf MK6 Issues of the Petrol Engines 2008-2013"", ""channel"": ""different car review"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",youtube,medium,Affects 1.4 TSI twincharger (supercharged and turbocharged) engines.,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008-2013""], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2008-2013""}",2008-2013,,,
timing_belt_overdue,Timing belt overdue for replacement,Timing belt overdue,engine,wear_item,high,high,"[""2.0_TDI""]",,140000 km,"The timing belt appears to be the original at 140,000 miles and is overdue for replacement.",Age and mileage exceeding service interval.,"Replace timing belt, tensioner, and water pump.","[""no visible symptoms until failure"", ""check service history""]","Check service records for timing belt replacement. If unknown, assume it needs replacement.",1,1,"[{""video_id"": ""75buEMYS0wc"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""organic"", ""trim"": ""base""}]",youtube,high,Critical maintenance item on belt-driven engines (EA189 diesel). Failure causes catastrophic engine damage.,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2008-2013"", ""fallback_window_source"": ""engine""}",,,,
timing_chain_and_oil_consumption,Timing chain stretch and high oil consumption,Timing chain/oil,engine,chronic_failure,high,high,"[""1.4_TSI""]",,,"High oil consumption can lead to timing chain stretching, particularly on the 1.4 twin-charger.",Oil starvation or poor chain tensioner design leading to chain wear.,Timing chain and tensioner replacement.,"[""rattling noise on startup"", ""high oil consumption"", ""check engine light""]","Listen for rattling on cold start, check oil level and consumption history.",1,1,"[{""video_id"": ""vGDO9iC6Mfk"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""list_format"", ""trim"": ""base""}]",youtube,medium,Primarily affects EA111 1.4 TSI twin-charger engines. High oil consumption is often linked.,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2008-2013"", ""fallback_window_source"": ""engine""}",,,,
timing_chain_issues_ea111_ea888,Premature timing chain and tensioner wear on early engines,Timing chain wear,engine,chronic_failure,high,high,"[""1.2_TSI"", ""1.4_TSI"", ""1.8_TSI"", ""2.0_TSI""]",cars made to mid 2012,20k-100k km,"Timing chain mechanism can wear before 100,000 km, sometimes requiring replacement as early as 20,000-30,000 km. Early weak version of the timing chain tensioner can fail, potentially causing catastrophic engine damage.",Premature wear of timing chain components. Failure of the weak early-design timing chain tensioner.,"Replace timing chain, tensioner, and guides. Replace with updated timing chain tensioner.","[""Timing chain rattle on startup""]",Check service history for timing chain replacement; listen for startup rattle. Verify if the updated tensioner has been installed; check for startup rattle.,1,1,"[{""video_id"": ""SWyKL-IK9Ww"", ""title"": ""VW Golf MK6 Issues of the Petrol Engines 2008-2013"", ""channel"": ""different car review"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",youtube,medium,Affects EA111 chain-driven petrol engines up to 2011. Critical issue on EA888 engines (1.8/2.0 TSI) up to mid-2012.,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": ""cars made to mid 2012"", ""from_llm_year_parsed"": [""2008-2012""], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008-2013""], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""intersect(llm_phrase, title)"", ""confidence"": ""high"", ""triangulated"": ""2008-2012""}",2008-2012,,,
timing_chain_stretch,Timing chain stretching and high oil consumption,Timing chain stretch,engine,chronic_failure,high,high,"[""1.4_TSI""]",,,"High oil consumption can lead to timing chain stretching, particularly on the 1.4 twin-charger.",Oil starvation or poor chain tensioner design leading to chain wear.,Timing chain and tensioner replacement.,"[""rattling noise on startup"", ""high oil consumption"", ""check engine light""]","Listen for rattling on cold start, check oil level and consumption history.",1,1,"[{""video_id"": ""vGDO9iC6Mfk"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""list_format"", ""trim"": ""base""}]",youtube,medium,Primarily affects EA111 1.4 TSI twin-charger engines.,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2008-2013"", ""fallback_window_source"": ""engine""}",,,,
turbo_wastegate_actuator_sticking,Turbo wastegate actuator sticking,Wastegate sticking,engine,intermittent_fault,medium,medium,"[""1.2_TSI""]",,,"Turbo wastegate actuator arm can become stuck, affecting turbo boost pressure and engine performance.",Carbon buildup or mechanical seizure of the wastegate actuator.,Clean or replace the turbo wastegate actuator.,"[""Reduced power, boost pressure faults, engine warning light""]",Check for fault codes related to boost pressure; inspect actuator movement.,1,1,"[{""video_id"": ""SWyKL-IK9Ww"", ""title"": ""VW Golf MK6 Issues of the Petrol Engines 2008-2013"", ""channel"": ""different car review"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",youtube,medium,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008-2013""], ""from_engine_production_windows"": [""2009-2013""], ""from_model_scope_window"": [""2009-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2009-2013""}",2009-2013,,,
turbocharger_failure,Turbocharger failure,Turbo failure,engine,chronic_failure,high,medium,"[""1.2_TSI"", ""1.4_TSI"", ""1.8_TSI"", ""2.0_TSI"", ""2.0_TSI_R""]",,,Turbocharger failures can occasionally occur in all TSI engines.,Turbo wear or failure,Turbocharger repair or replacement,"[""Loss of power"", ""Excessive smoke"", ""Unusual turbo noises""]","Check for turbo shaft play, oil leaks, and listen for abnormal sounds.",1,1,"[{""video_id"": ""SWyKL-IK9Ww"", ""title"": ""VW Golf MK6 Issues of the Petrol Engines 2008-2013"", ""channel"": ""different car review"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",youtube,medium,"Reported as occasional, not universal.",1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008-2013""], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2008-2013""}",2008-2013,,,
turbocharger_failure_tsi,Turbocharger failure on TSI engines,Turbo failure,engine,chronic_failure,high,high,"[""1.4_TSI"", ""2.0_TSI""]",,,"Loss of power, excessive smoke from exhaust, or unusual turbo noises.",,,"[""Loss of power"", ""Excessive smoke"", ""Unusual turbo noises""]",,1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008""], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2008""}",2008,,,
