doc_name,thread_name,thread_url,dominant_topic,topic_gamma,engine_spec,prod_year,engine_group,mileage_miles,mileage_confidence,technical_bucket,chronic_score,n_messages,gamma_vector
doc_04366,steering and brakes without engine running,https://www.golfgtiforum.co.uk/index.php?topic=283008.0,11,0.10851653577670918,unknown,,MK7.5,7000.0,high,high,1,13,"[0.018958295054350986, 0.010325145045009658, 0.011264225933344984, 0.010650678767525389, 0.009398368449467712, 0.023577921437740988, 0.01679495549857948, 0.015532634124789212, 0.029630247922859496, 0.018535179855160087, 0.10851653577670918, 0.03218580709867578, 0.016579171536928505, 0.03464312045474074, 0.021251303097562704, 0.015988772494185018, 0.009935279488298473, 0.017892199188133794, 0.009577123607087873, 0.01716497402257707, 0.014651378830200307, 0.08926840702516935, 0.018629220118896426, 0.036399837312270644, 0.010888504894556863, 0.011836975550815934, 0.022924059114783048]"
doc_04370,Smacked my alloy could I have damaged the suspension geometry?,https://www.golfgtiforum.co.uk/index.php?topic=282994.0,26,1.0,unknown,,MK6,1000.0,high,medium,1,11,"[3.027559340539579e-308, 2.884771868474661e-308, 2.532554947609486e-308, 2.7626471572136353e-308, 7.483104841812957e-308, 2.9545354131836635e-308, 2.509704069326406e-308, 3.3022498077722523e-308, 2.6427518169993454e-308, 3.6814572569933507e-308, 2.5141047322264734e-308, 2.1867688933381917e-308, 2.123491668509721e-308, 3.037223474076107e-308, 2.684901215124448e-308, 3.026346055595686e-308, 1.5707260246401699e-307, 4.735440939229501e-308, 1.6791151479941311e-307, 2.424147060150706e-308, 3.680848612864269e-308, 2.3842837232632163e-308, 2.939932672535683e-308, 2.1982286439272175e-308, 2.4795237954907266e-308, 1.0, 2.9408884155908944e-308]"
doc_04371,Mk 7 GTI non/PP - all hope lost?,https://www.golfgtiforum.co.uk/index.php?topic=282984.0,10,0.2078790496794694,2.0_TSI,2016,MK7,1000.0,high,medium,1,11,"[0.07940317093779314, 0.012986363025384024, 0.014047284685566562, 0.01699366732187531, 0.01749787260903053, 0.04231686007561471, 0.016258502265820908, 0.04750802925291178, 0.047864477880413384, 0.2078790496794694, 0.03364546925951474, 0.016497073322350557, 0.01493950574892865, 0.029677562746057394, 0.019108489979693825, 0.019690805468318466, 0.02132516928579033, 0.033596778696550034, 0.01839996405596844, 0.0394673530264218, 0.029369298726157143, 0.02526802261665635, 0.07197783467282776, 0.022451744555181397, 0.015568354104101281, 0.023490486162947317, 0.023998044691370724]"
doc_04375,das welt auto extended warranty,https://www.golfgtiforum.co.uk/index.php?topic=283026.0,4,0.07793305849211556,2.0_TSI,2014,unknown,10000.0,high,high,1,6,"[0.01768793876655328, 0.011459701900310912, 0.027251468297192834, 0.07793305849211556, 0.013313121947246678, 0.012944681398034969, 0.015669989234768453, 0.02161848843203304, 0.011938224328385871, 0.016424559984806165, 0.012520959657977311, 0.01146942197579951, 0.01271560650551246, 0.017530108003217235, 0.015224149581584417, 0.016081556761664836, 0.012746363401884566, 0.031432131884308434, 0.012178479043116041, 0.013193369887146304, 0.054311076845895846, 0.012415284952561882, 0.015364536503960984, 0.010806692599063772, 0.039714917504703094, 0.01613301635818636, 0.016544877204319578]"
doc_04379,Engine Covers,https://www.golfgtiforum.co.uk/index.php?topic=283039.0,5,0.03360047008618964,unknown,,unknown,,none,medium,0,1,"[0.008268426665460876, 0.009889047067369138, 0.007333108549192779, 0.007964726463510437, 0.03360047008618964, 0.008699266462023573, 0.006748371897154575, 0.008943465116360612, 0.007319955876200956, 0.009946554572577555, 0.006773637913303595, 0.006051759450907425, 0.005988085063587555, 0.007947392240872474, 0.00701234077678648, 0.007721343670313637, 0.02713375749624872, 0.013248042059909922, 0.02179621149424862, 0.006656630623513256, 0.010124164569739184, 0.006522787037390316, 0.007987761781562817, 0.006062218789359235, 0.007180126255888889, 0.042147923667800305, 0.007688077346267898]"
doc_04383,Running in advice Mk 7.5 GTI 230 manual,https://www.golfgtiforum.co.uk/index.php?topic=283048.0,22,0.00954156690442216,2.0_TSI,,MK7.5,1000.0,high,high,1,8,"[0.018699640995495963, 0.004365296067893103, 0.006658545833998683, 0.008517770204723262, 0.005800248408827807, 0.014547468694862377, 0.006402681420636021, 0.01618719850339763, 0.013998238404775492, 0.016813778409274675, 0.011437065674559673, 0.005944082254987407, 0.005613743588559272, 0.009969513186391414, 0.006802373824754182, 0.0067312975763245565, 0.005969107382306298, 0.013094661034624944, 0.00533986368434077, 0.015066640116065365, 0.012035061942779514, 0.00954156690442216, 0.019569270610166545, 0.008422209247696799, 0.007767888199356423, 0.006750727966139428, 0.008301753151237323]"
doc_04384,Failed Turbo 14 plate GTI mk7,https://www.golfgtiforum.co.uk/index.php?topic=283055.0,7,0.0484002022502233,2.0_TSI,2014,MK7,45000.0,high,medium,0,6,"[0.012910817614385103, 0.011233930359525022, 0.02845722040168027, 0.01654367118014291, 0.009477382269412544, 0.012249630244712461, 0.0484002022502233, 0.012974614718911913, 0.011618462023568164, 0.011901069562309808, 0.015326074804576074, 0.01904399776154092, 0.017401747896808976, 0.024848023046135186, 0.03192575707122002, 0.0189612822144571, 0.00904519018861388, 0.024378126073718313, 0.009043404002380125, 0.010952642707620143, 0.01927140996071347, 0.01713153035051927, 0.011740822733797522, 0.01369617889805962, 0.02104837002696615, 0.011712124584154536, 0.023867378206224702]"
doc_04387,VAG automatics,https://www.golfgtiforum.co.uk/index.php?topic=283049.0,11,0.6787129511489401,2.0_TSI,,MK7.5,6000.0,high,high,2,13,"[0.008719484543355393, 0.004326829474112121, 0.0048954096476527325, 0.004823992100825877, 0.004160020525125464, 0.010420625716569135, 0.006847279891068627, 0.0071895630608673385, 0.017023852122685687, 0.008561477357586451, 0.6787129511489401, 0.011434672229802413, 0.006423735897778544, 0.012581851306223277, 0.008311036231478483, 0.006491368766538875, 0.004441221999303528, 0.007683844997633436, 0.004237213620941768, 0.009029706594822471, 0.006575622759999008, 0.051487775317185694, 0.009536706730251686, 0.020763694906839096, 0.004871904918091184, 0.005173976886077003, 0.009055940811126111]"
doc_04389,Great Autocar review of 7.5 GTI,https://www.golfgtiforum.co.uk/index.php?topic=283018.0,1,0.2826897214804783,2.0_TSI,2018,MK8,,none,medium,1,14,"[0.2826897214804783, 0.010295236621235371, 0.012232779873628854, 0.015908633367184174, 0.013395827596619959, 0.02663387482140662, 0.013293746301492026, 0.06107710589956282, 0.03550198749473007, 0.07466092144641638, 0.026320011475414556, 0.013607843130084351, 0.013022442198220628, 0.02256520249857067, 0.015265986258921406, 0.016114430699571972, 0.01594101575083087, 0.024384503853490492, 0.014081963434873052, 0.0491819352945174, 0.02870840241140662, 0.019757684521013386, 0.12730355669627874, 0.01796095375335546, 0.014343775497926297, 0.016651023434798302, 0.0190994341879713]"
doc_04392,Fault codes,https://www.golfgtiforum.co.uk/index.php?topic=283070.0,7,1.0,unknown,,unknown,,none,medium,0,1,"[2.560010030787505e-308, 2.4769404603438663e-308, 4.708415520264795e-308, 2.8675289143765313e-308, 1.996754428884226e-308, 2.480931353283504e-308, 1.0, 2.543132463138501e-308, 2.391818714724623e-308, 2.4237564705229956e-308, 3.2602904292613923e-308, 5.615901308817949e-308, 4.820328696564547e-308, 5.621460773208436e-308, 2.052384180719778e-307, 5.432280633632968e-308, 1.964299664563014e-308, 4.730768433970917e-308, 2.0241565890961347e-308, 2.179081035321448e-308, 3.378839171687829e-308, 3.6087245994539315e-308, 2.347084268329234e-308, 2.935521026154423e-308, 3.3768687690110083e-308, 2.5413245385582896e-308, 6.556766845903989e-308]"
doc_04393,DataPlug?,https://www.golfgtiforum.co.uk/index.php?topic=283060.0,14,0.21078696745942022,2.0_TSI,,unknown,,none,medium,2,9,"[0.023883713823809785, 0.009925492267660811, 0.01441946033386781, 0.014573298430292302, 0.010233985241908999, 0.017498522475948047, 0.02674587558544183, 0.02268607914086878, 0.017356140041877598, 0.022306544565567517, 0.02298974978150434, 0.021862024074039487, 0.02327830625368625, 0.21078696745942022, 0.04278393559839527, 0.049889807456752935, 0.011421926853261384, 0.03689680402314491, 0.01132903127096788, 0.015664067181844946, 0.024372444163050625, 0.021516438904135852, 0.02005021541964708, 0.015931121712987276, 0.013944614133745896, 0.015114030663384298, 0.1565411683045451]"
doc_04394,Anyone know of any build week 22 changes ?,https://www.golfgtiforum.co.uk/index.php?topic=283033.0,8,0.13109376313756524,2.0_TSI,2018,MK7.5,,none,high,2,11,"[0.064851172180379, 0.009747643171847722, 0.013018615499008504, 0.017388454787133523, 0.012603836945156304, 0.021532627706061243, 0.014617368532141073, 0.13109376313756524, 0.026730171993133114, 0.06886196952801879, 0.025650295502008875, 0.014013191581675905, 0.013716039426799087, 0.027869110365761566, 0.01731848169691885, 0.019127559292620343, 0.015318686954265186, 0.02994533252743515, 0.013997046660875812, 0.03693301443197407, 0.042108969490804914, 0.019417788863139242, 0.08167618209367092, 0.01675018957884973, 0.015244865881487673, 0.017582769604710235, 0.023175146526448684]"
doc_04395,dsg service,https://www.golfgtiforum.co.uk/index.php?topic=283076.0,4,0.2516276034804802,1.4_GTE,2013,unknown,48000.0,high,medium,0,7,"[0.015096063213059816, 0.009744387821320344, 0.02538858634581164, 0.2516276034804802, 0.011137713429650737, 0.011432083432876092, 0.014186178525140269, 0.018312788283072323, 0.011229992312772366, 0.013732314775798641, 0.011850709889169407, 0.010540498760383226, 0.011094634154593275, 0.014760220685049022, 0.013296489679791761, 0.013087225020726918, 0.010663678342157742, 0.02048460282044329, 0.0102442602024098, 0.013282403310661899, 0.03395855410857244, 0.01195315595407269, 0.014137270462689182, 0.01052219459216494, 0.08925015709541029, 0.012672962919121285, 0.013686971132007415]"
doc_04397,hill start with dsg,https://www.golfgtiforum.co.uk/index.php?topic=283067.0,12,1.0,unknown,,unknown,,none,high,1,12,"[2.8142017059573454e-308, 2.2317980617442354e-308, 2.6910778378076073e-308, 2.191043442401972e-308, 1.824195632526878e-308, 3.105442214341583e-308, 5.240190760814875e-308, 2.54945481836312e-308, 3.176660486641597e-308, 2.6889855104871446e-308, 5.71523497321559e-308, 1.0, 4.981716387837693e-308, 6.974170645714804e-308, 7.120187779126604e-308, 3.8771133654209378e-308, 1.869189643730378e-308, 3.6658392857938274e-308, 1.8753102281692425e-308, 2.521329457673016e-308, 2.7368259851764413e-308, 6.855932683872995e-308, 2.662854249489541e-308, 4.704459663070115e-308, 2.365462265703359e-308, 2.2891671974295e-308, 5.772319771970994e-308]"
doc_04400,2013 Mk7 Gti problem......,https://www.golfgtiforum.co.uk/index.php?topic=283091.0,3,1.0,2.0_TSI,2013,MK7,,none,high,0,5,"[2.414635772988783e-308, 2.6512275962929163e-308, 1.0, 4.51726786468169e-308, 2.200162380391403e-308, 2.2317129890343395e-308, 5.286382219244039e-308, 2.5011233213605604e-308, 2.0382302982610974e-308, 2.247223252278584e-308, 2.3774108389747287e-308, 2.759456429729569e-308, 3.0268486087349136e-308, 3.2720680543374734e-308, 4.0594607215835325e-308, 3.2178854256367316e-308, 1.9715396240108233e-308, 5.014219133516869e-308, 1.982175984837219e-308, 2.035849294969451e-308, 3.791933984156794e-308, 2.5704702966643607e-308, 2.1680916669868893e-308, 2.2417832702813343e-308, 7.315293385753159e-308, 2.468852541869948e-308, 3.349197041455805e-308]"
doc_04401,DSG box has broken,https://www.golfgtiforum.co.uk/index.php?topic=283099.0,22,0.5587139652992351,2.0_TSI,2014,unknown,15000.0,high,high,2,8,"[0.011764490178846593, 0.006787614153111841, 0.008243562305885608, 0.00788179347306871, 0.006406747384829327, 0.013916702829534729, 0.011758884973704538, 0.010463805213240286, 0.021365349544501262, 0.011554532164996023, 0.06980898165894271, 0.019006602848164206, 0.009745062839537936, 0.01742798239078366, 0.013314194404325084, 0.009847369732384658, 0.006639723581728526, 0.011637470351463902, 0.006396100596345688, 0.013339253054195326, 0.010307085757300112, 0.5587139652992351, 0.013240518880096627, 0.05187412769035586, 0.008230296262167784, 0.007741981278970341, 0.013368542970826087]"
doc_04403,New GTI - Play/Knock at top of brake pedal,https://www.golfgtiforum.co.uk/index.php?topic=283102.0,2,0.12695891286729055,2.0_TSI,,unknown,,none,medium,0,2,"[0.012643880150638227, 0.12695891286729055, 0.015570573942570427, 0.012932407862778978, 0.027495226066405486, 0.016346737537492703, 0.014210766904843465, 0.012535457861959597, 0.012464990612320415, 0.013858359678057139, 0.01257330986574884, 0.012739196917102605, 0.012651345892512182, 0.014215921163180111, 0.013919313112723312, 0.013556247887315206, 0.017500428355793317, 0.022544486126719134, 0.017125163481229673, 0.010663733540894844, 0.014421043499787265, 0.012950830772096524, 0.011898374416612645, 0.012145759452736965, 0.013423916798679407, 0.02060977108153101, 0.014029611787486964]"
doc_04404,Penny Pinching,https://www.golfgtiforum.co.uk/index.php?topic=283066.0,10,0.12756504428170784,2.0_TSI,2013,MK7.5,,none,medium,2,9,"[0.12317576028898364, 0.010368649996843646, 0.01415288824425939, 0.01867796158366558, 0.01411078371747765, 0.028642651031842353, 0.016623936465440713, 0.09148183916632832, 0.032642143362415166, 0.12756504428170784, 0.02988557905010558, 0.014966605445689334, 0.015109663977534108, 0.033549952690951304, 0.01985118969570172, 0.022238919000118266, 0.017007944224270127, 0.036842088140550615, 0.015353897916504437, 0.036318529369364416, 0.04060629178753647, 0.02270646476203224, 0.08643573326853742, 0.019416548552126465, 0.016452015645969743, 0.019600415954875994, 0.027163112665951554]"
doc_04407,Clutch bite point - Mk 7.5 GTI 230 manual,https://www.golfgtiforum.co.uk/index.php?topic=283112.0,24,0.07085201625385536,2.0_TSI,,MK7.5,,none,high,0,4,"[0.006636990114167637, 0.004329604784081424, 0.004771698970819432, 0.004541722786010403, 0.004064774449188448, 0.008954044557854833, 0.00621149131984201, 0.005866133087998354, 0.013473593537712974, 0.006722662272397976, 0.027128696935618975, 0.009949821800311292, 0.0055482098704039366, 0.008738169522763102, 0.006863128196777431, 0.005314885965794898, 0.004198090943506675, 0.006447523436494163, 0.004009387924952282, 0.008023187339080938, 0.005617465024241627, 0.04598348888405609, 0.007834888419658825, 0.07085201625385536, 0.004701808077635671, 0.004765133255305208, 0.006917529808215321]"
doc_04410,New GTi PP on its way,https://www.golfgtiforum.co.uk/index.php?topic=283096.0,10,0.16614931875994796,2.0_TSI,2014,unknown,,none,medium,2,6,"[0.07182867836251504, 0.010749772232799716, 0.013162145813910465, 0.017595723570161325, 0.014807905250347989, 0.024180260882561616, 0.014166225826797092, 0.08259689180298894, 0.024149136060080224, 0.16614931875994796, 0.02135922147952032, 0.012882557544161014, 0.013561710600846549, 0.025547304261286017, 0.016410787508591027, 0.019198015557782805, 0.018423275925604755, 0.03932325212838684, 0.016085284605546212, 0.028166143401178578, 0.03758787544862328, 0.01727096227279535, 0.05440326455099268, 0.015182447959286999, 0.015075499495399816, 0.020966925113167178, 0.02177277422601662]"
doc_04412,I’ve been thinking about my next car.,https://www.golfgtiforum.co.uk/index.php?topic=283103.0,1,0.18324266478322868,2.0_TSI,,MK8,30000.0,high,high,2,4,"[0.18324266478322868, 0.011499298297640261, 0.014068085013530567, 0.018525017991368256, 0.014489825012370222, 0.0301544019614752, 0.015035528489473418, 0.07666431040800556, 0.037627110428659585, 0.08510340286166285, 0.02914459620485849, 0.015292981195208255, 0.015039011858056528, 0.02588797933817144, 0.01716673570261286, 0.01821941884623432, 0.016758514167433267, 0.028379751465995397, 0.014907444630676532, 0.05394005744095035, 0.03366873906681771, 0.022010600815509762, 0.14712504900820875, 0.01979538849558332, 0.016592915002173962, 0.017877873106822612, 0.021783298407271726]"
doc_04415,MOT from May 2018,https://www.golfgtiforum.co.uk/index.php?topic=283119.0,16,1.0,unknown,2018,unknown,,none,medium,0,3,"[3.0240365314256055e-308, 2.2290583131191934e-308, 3.145970668902384e-308, 2.7352631158311178e-308, 2.092397722662332e-308, 2.47527969838618e-308, 5.614926414035831e-308, 3.0732143213577687e-308, 2.3411019806644504e-308, 2.942092938916388e-308, 2.887330341103969e-308, 3.820327833272497e-308, 4.966142678016447e-308, 7.077485255929877e-308, 7.852083269637211e-308, 1.0, 2.2859178649163746e-308, 6.312619797229982e-308, 2.391513089864101e-308, 2.189660340009927e-308, 3.8042469241351163e-308, 2.860329281565731e-308, 2.616707165256684e-308, 2.342482006477037e-308, 2.705964676056671e-308, 3.0976752366594166e-308, 1.2469889674759332e-307]"
doc_04417,Golf GTI 7.5 230 Turbo Lag,https://www.golfgtiforum.co.uk/index.php?topic=283116.0,9,0.07101740625245288,2.0_TSI,,MK7.5,4000.0,high,high,2,13,"[0.019441011699237683, 0.007618696375998036, 0.008205226740490458, 0.008712679175964333, 0.008004433125142044, 0.024525095864497845, 0.009903221197431991, 0.01509663114474643, 0.07101740625245288, 0.02054126996178487, 0.05382418332151596, 0.01346282102644711, 0.0098082962362537, 0.018160577069131992, 0.011641043656283004, 0.010232732274851955, 0.008730741397035198, 0.01443284463714943, 0.00803022708073555, 0.021089149461348888, 0.012258190972276591, 0.02810248383685999, 0.02486028389403032, 0.023012390991409875, 0.008461161432186119, 0.009876666058726655, 0.013701354654062919]"
doc_04419,Returning to vw- want a mk7 GTI,https://www.golfgtiforum.co.uk/index.php?topic=283132.0,1,1.0,2.0_TSI,2015,MK7,,none,high,1,3,"[1.0, 2.0087135139006773e-308, 2.520117700997499e-308, 3.219916005103912e-308, 2.3493275321221336e-308, 4.956188385074745e-308, 2.732268125373998e-308, 1.4449844737949569e-307, 4.925783597384951e-308, 1.653028771046774e-307, 4.560626503990398e-308, 2.732112948861304e-308, 2.9986707123249806e-308, 5.30144310069321e-308, 3.1830233015937917e-308, 3.5850208945203694e-308, 2.6727058239193193e-308, 5.839290595388857e-308, 2.413954892498755e-308, 5.830426659277836e-308, 6.177465663066649e-308, 3.596202574817545e-308, 1.1719510938201228e-307, 3.080580417778672e-308, 2.8277653035454363e-308, 3.0479257693336603e-308, 4.3630434864560485e-308]"
doc_04420,"Multiple Errors On Dashboard, Dealer Traces It To Coolant Shutoff Valve alone?",https://www.golfgtiforum.co.uk/index.php?topic=283121.0,3,0.09636852781667753,2.0_TSI,2018,unknown,,none,high,2,7,"[0.009534722289802617, 0.009293204012565412, 0.09636852781667753, 0.017803905269528474, 0.008053660248733566, 0.008555355187167941, 0.021708254124953932, 0.009962113839323147, 0.007886015816541159, 0.008799626821757776, 0.009345467844683611, 0.010775323530581154, 0.011744671645765398, 0.013563585165070552, 0.01662461516344665, 0.012994801212605584, 0.007390526554073943, 0.020625519521111264, 0.007411032878170153, 0.00790272722117196, 0.016020812802432872, 0.01007428312591055, 0.008511253044645914, 0.008613536640194307, 0.027941463729579466, 0.009428153992433283, 0.013796656428857544]"
doc_04421,Racingline style DSG paddles £45,https://www.golfgtiforum.co.uk/index.php?topic=283137.0,12,0.005268962844722938,2.0_TSI,2013,MK7,,none,medium,0,3,"[0.012787097574893247, 0.005290454335474932, 0.0058893036927088905, 0.006879803337812991, 0.011124806361382548, 0.010737375499998017, 0.0059559054245203295, 0.011804475518950721, 0.009546829173052912, 0.017518007372957754, 0.008003594526884532, 0.005268962844722938, 0.005027880431371784, 0.00885149637426423, 0.006678206505185109, 0.007294602291117681, 0.01702536598300456, 0.014182836074266332, 0.012568624060891093, 0.008318233553727798, 0.010292281305852618, 0.006967620350021706, 0.011318558596892266, 0.006411784859756002, 0.006148951358138709, 0.01742599511608914, 0.007867986565743017]"
doc_04424,warning triangle - did you get one with a new mk 7.5?,https://www.golfgtiforum.co.uk/index.php?topic=283138.0,1,0.00650008442498947,2.0_TSI,,MK7.5,,none,medium,1,7,"[0.00650008442498947, 0.003806859631323401, 0.008032562270870165, 0.006329266401149945, 0.0041767277730977714, 0.005474292752686162, 0.014013667598461408, 0.006533890118394925, 0.004994848352044843, 0.00613291409578167, 0.006375300825177894, 0.0073314903939729415, 0.00879503582900563, 0.0172184084752611, 0.018688562182824244, 0.01952469025693238, 0.0043262380327888685, 0.021747444876226995, 0.004401475930091794, 0.004620329190522875, 0.009397351040858181, 0.006405797838497714, 0.005513810906193553, 0.005105125657986014, 0.006509077559275003, 0.006039149923257768, 0.02500586953150874]"
doc_04431,steering rack gaiter,https://www.golfgtiforum.co.uk/index.php?topic=283157.0,26,1.0,2.0_TDI,2013,unknown,,none,medium,0,2,"[3.2076664592629047e-308, 2.9691561113227697e-308, 2.726852859421172e-308, 2.9352087884509856e-308, 6.467663284377896e-308, 3.1518624205556225e-308, 2.7640371840004094e-308, 3.594488080075695e-308, 2.7920871516853554e-308, 3.993617505547289e-308, 2.7087742125655114e-308, 2.382867705857894e-308, 2.3260963242368715e-308, 3.4347249692476123e-308, 2.994952198925333e-308, 3.4319882227189654e-308, 1.1071894399596131e-307, 5.608356722762166e-308, 1.1492100611435248e-307, 2.5404937671921487e-308, 4.124599527298428e-308, 2.5680290730348723e-308, 3.140897301356267e-308, 2.329785743534806e-308, 2.629273625766106e-308, 1.0, 3.333433441454113e-308]"
doc_04432,engine auto stop puzzlement,https://www.golfgtiforum.co.uk/index.php?topic=283151.0,12,0.14185180631949937,2.0_TSI,,unknown,,none,high,1,7,"[0.014894020970316823, 0.011436722233696517, 0.014607718117691923, 0.011749485389027087, 0.009242026939153514, 0.015887738263659613, 0.028557494861083867, 0.013466379817873544, 0.015750540891348506, 0.014008088131176944, 0.027161836500078442, 0.14185180631949937, 0.030903044499917667, 0.03861621257942371, 0.03735728613138756, 0.020859451888396312, 0.009411499092154014, 0.019965089116940275, 0.009400665191223612, 0.012930978573231037, 0.014672204292073174, 0.03080957653552895, 0.013716471879902157, 0.02184230182198364, 0.012726160358892472, 0.011559942747858688, 0.0319466795702279]"
doc_04433,Perhaps a new GTI and question on Discover Nav Pro vs Discover Navigation,https://www.golfgtiforum.co.uk/index.php?topic=283107.0,8,1.0,2.0_TSI,2017,MK8,,none,medium,3,30,"[1.3606325316755448e-307, 1.9451520784255747e-308, 2.788345485013609e-308, 4.175007984409091e-308, 2.539229549742282e-308, 3.978880517620296e-308, 2.7828836228178903e-308, 1.0, 4.3736293178201167e-308, 1.0954978101818857e-307, 4.103531798951984e-308, 2.487571081905106e-308, 2.6253802075531777e-308, 4.72084082976256e-308, 3.1164444242945553e-308, 3.538405674001777e-308, 2.9383123403153774e-308, 6.648769402383444e-308, 2.6464049980403634e-308, 6.334594641436869e-308, 1.122008360429635e-307, 3.3553896134979023e-308, 1.1452756308117519e-307, 2.9368877372570774e-308, 3.4643389282444497e-308, 3.343607190617101e-308, 4.068397560946713e-308]"
doc_04435,Winter tyres,https://www.golfgtiforum.co.uk/index.php?topic=283117.0,19,0.14943849085730476,2.0_TSI,2009,unknown,60000.0,high,high,3,23,"[0.013993676114609154, 0.012757708903630665, 0.010458848366518825, 0.011632477498793878, 0.032812221612715305, 0.012861429684229254, 0.010376683570353335, 0.013937476612535955, 0.012177222026272435, 0.0157218602155868, 0.011174005733578771, 0.00967943651780307, 0.009198639726509411, 0.012283329644041033, 0.01105337931748128, 0.012051301090654477, 0.10821108403148266, 0.016551840417191897, 0.14943849085730476, 0.011331645915266537, 0.014230086068295825, 0.010515973018310778, 0.01336149889147303, 0.010020338014275975, 0.010647700729051256, 0.06533969247888478, 0.01184448824795153]"
doc_04438,Consumprion,https://www.golfgtiforum.co.uk/index.php?topic=283169.0,20,1.0,2.0_TSI,,MK6,,none,high,1,8,"[6.035801582083032e-308, 1.69473946333004e-308, 2.122912518435359e-308, 2.6430162836794536e-308, 1.9978918113226217e-308, 3.755332422679851e-308, 2.164618374629621e-308, 4.940884456513514e-308, 6.219669583034483e-308, 4.412098227494613e-308, 4.88841120596181e-308, 2.4486351144684414e-308, 2.0766256392504114e-308, 3.118340487882367e-308, 2.3392399601938103e-308, 2.216959000902635e-308, 2.1861930895095696e-308, 3.1227702927179216e-308, 1.9909568637957875e-308, 1.0, 3.4430213643219706e-308, 3.7466338905315003e-308, 1.1594793217307138e-307, 3.5913066816473116e-308, 2.526610289997669e-308, 2.3000724459520805e-308, 2.69453671470133e-308]"
doc_04440,exhaust notes,https://www.golfgtiforum.co.uk/index.php?topic=283140.0,6,1.0,2.0_TSI,,MK7.5,,none,high,1,18,"[4.784357200433047e-308, 2.6375245372008735e-308, 2.2992239486545645e-308, 2.455619447777399e-308, 2.6697073972089657e-308, 1.0, 2.506196976975262e-308, 3.7105373084614453e-308, 7.306837683184717e-308, 5.453229916471346e-308, 4.907678118826077e-308, 2.9359675287985105e-308, 2.5284948783766373e-308, 3.8812675830856703e-308, 2.7373755568261596e-308, 2.5657129577858195e-308, 2.6601826943537487e-308, 4.158853191118679e-308, 2.3637461300474784e-308, 4.103101928021172e-308, 3.19452025570596e-308, 4.3518796966876083e-308, 4.762298969764653e-308, 4.1884790797423826e-308, 2.357732633092437e-308, 2.899013915971741e-308, 3.1328038124550497e-308]"
doc_04445,Rear lights on with drls?,https://www.golfgtiforum.co.uk/index.php?topic=283176.0,16,1.0,unknown,,MK7.5,,none,medium,0,7,"[3.2656397594879634e-308, 2.2552073337606367e-308, 3.1619846791610785e-308, 2.8049086393192065e-308, 2.132406971351828e-308, 2.615485390362625e-308, 5.502748802100636e-308, 3.286281224984261e-308, 2.461527683108834e-308, 3.1582184815306746e-308, 3.0403963312311337e-308, 3.929747661274845e-308, 5.219480739126188e-308, 8.275923830500649e-308, 8.035545327655081e-308, 1.0, 2.3423475129173317e-308, 7.039658803410681e-308, 2.4285745415788364e-308, 2.2955955169580604e-308, 4.044422863478378e-308, 2.991694065839527e-308, 2.783326258324606e-308, 2.4213553238875236e-308, 2.745662512361574e-308, 3.1867013110952606e-308, 1.495199265500082e-307]"
doc_04453,Dealer fix for Soundaktor vibration/rattle?,https://www.golfgtiforum.co.uk/index.php?topic=283174.0,2,1.0,2.0_TSI,2004,MK7.5,1000.0,high,high,3,22,"[2.0447458534934237e-308, 1.0, 2.6682875166073473e-308, 2.0787495521271593e-308, 3.4356442958020824e-308, 2.647037420572451e-308, 2.451893436123832e-308, 1.9815726645983485e-308, 2.007391044447263e-308, 2.173990504610934e-308, 2.0905731395517735e-308, 2.203498223041151e-308, 2.232688222845178e-308, 2.3801507394295473e-308, 2.366534919632939e-308, 2.2468630658626385e-308, 2.451991345626387e-308, 3.718990734671709e-308, 2.4148144456101785e-308, 1.709880141740669e-308, 2.2748924282821674e-308, 2.17150571134648e-308, 1.890564980379947e-308, 2.0292805168233224e-308, 2.209008351331801e-308, 2.884402070825662e-308, 2.3480310707129526e-308]"
doc_04454,maximise life of dsg,https://www.golfgtiforum.co.uk/index.php?topic=283193.0,11,1.0,2.0_TSI,,MK7.5,20000.0,high,high,1,10,"[4.1952701126980476e-308, 2.07707666081039e-308, 2.417459932948991e-308, 2.3866500658718655e-308, 2.009567473852202e-308, 4.767579642735143e-308, 3.3922532886175647e-308, 3.527343658994785e-308, 8.049410029437332e-308, 4.0721193435886526e-308, 1.0, 5.664961875691315e-308, 3.127819955455386e-308, 6.018776007554575e-308, 4.101216175381507e-308, 3.17436101185711e-308, 2.147453735376797e-308, 3.6959016314333225e-308, 2.054011043950596e-308, 4.519113537826671e-308, 3.2332174670241207e-308, 2.8873983212484948e-307, 4.691587657825341e-308, 1.0758451686473978e-307, 2.416253061385318e-308, 2.4967621565458403e-308, 4.421836302641391e-308]"
