issue_id,label,system_component,affected_engines,affected_years,symptom,cause,fix,confidence,data_quality,source_videos,topic_id,topic_size,topic_top_terms,source,mention_count,distinct_channel_count,corroboration_count,engine_year_context,video_type_category
faulty_thermostat_housing_water_pump,Faulty thermostat housing / water pump,cooling,[],,Coolant leak causing low coolant warning or puddles.,,,,,"[{""video_id"": ""2X5bj2gX5z4"", ""title"": ""Common Problems of VW MK7 GTI"", ""channel"": ""Lucas Huang"", ""video_type_category"": ""list_format""}]",enum_augment,1,[],youtube,1,1,1,,list_format
sunroof_leaks_squeaks_cracks,"Sunroof leaks, squeaks, and cracks",body,[],,"Sunroof leaks during rain, squeaks, rattles, and can crack the roof.",,,,,"[{""video_id"": ""2X5bj2gX5z4"", ""title"": ""Common Problems of VW MK7 GTI"", ""channel"": ""Lucas Huang"", ""video_type_category"": ""list_format""}]",enum_augment,1,[],youtube,1,1,1,,list_format
early_turbo_failure,Early turbo prone to blowing,engine,[],early 2015 models,Turbocharger failure or blowing up.,,,,,"[{""video_id"": ""2X5bj2gX5z4"", ""title"": ""Common Problems of VW MK7 GTI"", ""channel"": ""Lucas Huang"", ""video_type_category"": ""list_format""}]",enum_augment,1,[],youtube,1,1,1,,list_format
fuel_tank_suction_pump_recall,Fuel tank suction pump recall,fuel,[],,Potential fire risk due to component accumulation.,,,,,"[{""video_id"": ""2X5bj2gX5z4"", ""title"": ""Common Problems of VW MK7 GTI"", ""channel"": ""Lucas Huang"", ""video_type_category"": ""list_format""}]",enum_augment,1,[],youtube,1,1,1,,list_format
plastic_oil_pan_cracking,Plastic oil pan cracking,engine,[],,"Oil pan cracks easily, leading to oil leaks.",,,,,"[{""video_id"": ""2X5bj2gX5z4"", ""title"": ""Common Problems of VW MK7 GTI"", ""channel"": ""Lucas Huang"", ""video_type_category"": ""list_format""}]",enum_augment,1,[],youtube,1,1,1,,list_format
rain_x_sensor_fouling,Rain-X fouls washer fluid sensor,electrical,[],,Windshield washer fluid sensor gives false low-level readings.,,,,,"[{""video_id"": ""2X5bj2gX5z4"", ""title"": ""Common Problems of VW MK7 GTI"", ""channel"": ""Lucas Huang"", ""video_type_category"": ""list_format""}]",enum_augment,1,[],youtube,1,1,1,,list_format
dashboard_dust_cover_scratches,Dashboard dust cover scratches easily,body,[],,Dashboard dust cover is extremely prone to scratching.,,,,,"[{""video_id"": ""2X5bj2gX5z4"", ""title"": ""Common Problems of VW MK7 GTI"", ""channel"": ""Lucas Huang"", ""video_type_category"": ""list_format""}]",enum_augment,1,[],youtube,1,1,1,,list_format
clutch_at_power_limit,Clutch at factory power limit,gearbox,"[""2.0_TSI""]",,"Clutch wear or failure, especially with tuning.",,,,,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""Golf GTI buyers guide MK7 & MK7.5 (2013-2020) Avoid buying broken VW GTI with common faults (2.0TSI)"", ""channel"": ""The Miles Driven"", ""video_type_category"": ""list_format""}]",enum_augment,1,[],youtube,1,1,1,"[{""engine"": ""2.0_TSI"", ""years"": ""2013-2020"", ""evidence_hits"": 1}]",list_format
sunroof_seal_failure,Sunroof seal incorrectly fitted,body,"[""2.0_TSI""]",,Potential water ingress due to faulty sunroof seal.,,,,,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""Golf GTI buyers guide MK7 & MK7.5 (2013-2020) Avoid buying broken VW GTI with common faults (2.0TSI)"", ""channel"": ""The Miles Driven"", ""video_type_category"": ""list_format""}]",enum_augment,1,[],youtube,1,1,1,"[{""engine"": ""2.0_TSI"", ""years"": ""2013-2020"", ""evidence_hits"": 1}]",list_format
water_ingress_speaker_bracket,Water ingress from door speaker bracket,body,"[""2.0_TSI""]",,Damp or discolored carpet in passenger footwell.,,,,,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""Golf GTI buyers guide MK7 & MK7.5 (2013-2020) Avoid buying broken VW GTI with common faults (2.0TSI)"", ""channel"": ""The Miles Driven"", ""video_type_category"": ""list_format""}]",enum_augment,1,[],youtube,1,1,1,"[{""engine"": ""2.0_TSI"", ""years"": ""2013-2020"", ""evidence_hits"": 1}]",list_format
blower_motor_failure,HVAC blower motor failure,electrical,"[""2.0_TSI""]",,Poor heater performance or weak fan speed on all settings.,,,,,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""Golf GTI buyers guide MK7 & MK7.5 (2013-2020) Avoid buying broken VW GTI with common faults (2.0TSI)"", ""channel"": ""The Miles Driven"", ""video_type_category"": ""list_format""}]",enum_augment,1,[],youtube,1,1,1,"[{""engine"": ""2.0_TSI"", ""years"": ""2013-2020"", ""evidence_hits"": 1}]",list_format
ac_solenoid_valve_failure,Air conditioning solenoid valve failure,cooling,"[""2.0_TSI""]",,Poor AC performance with noise from engine bay.,,,,,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""Golf GTI buyers guide MK7 & MK7.5 (2013-2020) Avoid buying broken VW GTI with common faults (2.0TSI)"", ""channel"": ""The Miles Driven"", ""video_type_category"": ""list_format""}]",enum_augment,1,[],youtube,1,1,1,"[{""engine"": ""2.0_TSI"", ""years"": ""2013-2020"", ""evidence_hits"": 1}]",list_format
subframe_bolt_failure,Front subframe bolt failure,suspension,"[""2.0_TSI""]",,Clunking sound from front end not from dampers/bushings.,,,,,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""Golf GTI buyers guide MK7 & MK7.5 (2013-2020) Avoid buying broken VW GTI with common faults (2.0TSI)"", ""channel"": ""The Miles Driven"", ""video_type_category"": ""list_format""}]",enum_augment,1,[],youtube,1,1,1,"[{""engine"": ""2.0_TSI"", ""years"": ""2013-2020"", ""evidence_hits"": 1}]",list_format
plastic_oil_pan_plug_leak,Plastic oil pan/drain plug leak,engine,"[""2.0_TSI""]",,Oil leak if plastic drain plug is reused.,,,,,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""Golf GTI buyers guide MK7 & MK7.5 (2013-2020) Avoid buying broken VW GTI with common faults (2.0TSI)"", ""channel"": ""The Miles Driven"", ""video_type_category"": ""list_format""}]",enum_augment,1,[],youtube,1,1,1,"[{""engine"": ""2.0_TSI"", ""years"": ""2013-2020"", ""evidence_hits"": 1}]",list_format
thermostat_housing_coolant_leak,Thermostat housing deterioration and coolant leak,cooling,"[""2.0_TSI""]",,Coolant smell or loss from deteriorated plastic thermostat housing.,,,,,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""Golf GTI buyers guide MK7 & MK7.5 (2013-2020) Avoid buying broken VW GTI with common faults (2.0TSI)"", ""channel"": ""The Miles Driven"", ""video_type_category"": ""list_format""}]",enum_augment,1,[],youtube,1,1,1,"[{""engine"": ""2.0_TSI"", ""years"": ""2013-2020"", ""evidence_hits"": 1}]",list_format
water_pump_failure,Water pump failure,cooling,"[""2.0_TSI""]",,Coolant leak or loss from failing water pump.,,,,,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""Golf GTI buyers guide MK7 & MK7.5 (2013-2020) Avoid buying broken VW GTI with common faults (2.0TSI)"", ""channel"": ""The Miles Driven"", ""video_type_category"": ""list_format""}]",enum_augment,1,[],youtube,1,1,1,"[{""engine"": ""2.0_TSI"", ""years"": ""2013-2020"", ""evidence_hits"": 1}]",list_format
turbocharger_seal_failure_702n,Turbocharger seal failure (702N unit),engine,"[""2.0_TSI""]",2015 to 2017,Turbo failure due to seal weakness between turbo and manifold.,,,,,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""Golf GTI buyers guide MK7 & MK7.5 (2013-2020) Avoid buying broken VW GTI with common faults (2.0TSI)"", ""channel"": ""The Miles Driven"", ""video_type_category"": ""list_format""}]",enum_augment,1,[],youtube,1,1,1,"[{""engine"": ""2.0_TSI"", ""years"": ""2013-2020"", ""evidence_hits"": 1}]",list_format
ignition_coil_pack_failure,Ignition coil pack failure,engine,"[""2.0_TSI""]",,"Misfire codes (P0300-P0304), poor running, and rough idle.",,,,,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""Golf GTI buyers guide MK7 & MK7.5 (2013-2020) Avoid buying broken VW GTI with common faults (2.0TSI)"", ""channel"": ""The Miles Driven"", ""video_type_category"": ""list_format""}]",enum_augment,1,[],youtube,1,1,1,"[{""engine"": ""2.0_TSI"", ""years"": ""2013-2020"", ""evidence_hits"": 1}]",list_format
evap_fuel_tank_pump_recall,EVAP fuel tank pump recall (20Y6),fuel,"[""2.0_TSI""]",2015 and 2016,Clogged charcoal canister indicating EVAP system pump failure.,,,,,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""Golf GTI buyers guide MK7 & MK7.5 (2013-2020) Avoid buying broken VW GTI with common faults (2.0TSI)"", ""channel"": ""The Miles Driven"", ""video_type_category"": ""list_format""}]",enum_augment,1,[],youtube,1,1,1,"[{""engine"": ""2.0_TSI"", ""years"": ""2013-2020"", ""evidence_hits"": 1}]",list_format
cracked_brake_discs,Cracked front brake discs,brakes,"[""2.0_TSI""]",,Front brake discs are cracked all the way around.,,,,,"[{""video_id"": ""P4nQsN7zNcA"", ""title"": ""This Golf R Has A HUGE LIST OF PROBLEMS!"", ""channel"": ""Calvin's Car Diary"", ""video_type_category"": ""organic""}]",enum_augment,1,[],youtube,1,1,1,,organic
water_pump_leak,Water pump leaking,cooling,"[""2.0_TSI""]",,Water pump was leaking continually.,,,,,"[{""video_id"": ""P4nQsN7zNcA"", ""title"": ""This Golf R Has A HUGE LIST OF PROBLEMS!"", ""channel"": ""Calvin's Car Diary"", ""video_type_category"": ""organic""}]",enum_augment,1,[],youtube,1,1,1,,organic
cam_magnet_failure,Camshaft magnet failure,engine,"[""2.0_TSI""]",,Both cam magnets were not controlling the camshafts properly.,,,,,"[{""video_id"": ""P4nQsN7zNcA"", ""title"": ""This Golf R Has A HUGE LIST OF PROBLEMS!"", ""channel"": ""Calvin's Car Diary"", ""video_type_category"": ""organic""}]",enum_augment,1,[],youtube,1,1,1,,organic
rear_damper_leak,Rear damper fluid leak,suspension,"[""2.0_TSI""]",,Near side rear damper had no fluid left due to a leak.,,,,,"[{""video_id"": ""P4nQsN7zNcA"", ""title"": ""This Golf R Has A HUGE LIST OF PROBLEMS!"", ""channel"": ""Calvin's Car Diary"", ""video_type_category"": ""organic""}]",enum_augment,1,[],youtube,1,1,1,,organic
clutch_failure_under_power,Weak clutch under increased power,gearbox,"[""2.0_TSI""]",,The clutch is a weak link and generally needs to be replaced if the car is modified to make more power.,,,,,"[{""video_id"": ""PwzmaKYijOc"", ""title"": ""Volkswagen MK7 Golf GTI Buyer's Guide - Models, Engines, & Options"", ""channel"": ""FCP Euro"", ""video_type_category"": ""list_format""}]",enum_augment,1,[],youtube,1,1,1,,list_format
turbo_failure_early_models,Turbo failure on early cars,engine,"[""2.0_TSI""]",2015,"The turbocharger is known to go bad, which is a major part failure.",,,,,"[{""video_id"": ""UaYN_JlMb48"", ""title"": ""MK7 Volkswagen GTI - Common Problems"", ""channel"": ""CashedOutCars"", ""video_type_category"": ""list_format""}]",enum_augment,1,[],youtube,1,1,1,,list_format
fuel_pump_failure_early_models,Fuel pump failure on early cars,fuel,"[""2.0_TSI""]",2015,"The fuel pump fails due to improper plating of components, causing the car to die.",,,,,"[{""video_id"": ""UaYN_JlMb48"", ""title"": ""MK7 Volkswagen GTI - Common Problems"", ""channel"": ""CashedOutCars"", ""video_type_category"": ""list_format""}]",enum_augment,1,[],youtube,1,1,1,,list_format
fuel_injector_stuck_open,Fuel injectors sticking open,fuel,"[""2.0_TSI""]",,"Fuel injectors can get stuck open, flooding the engine with fuel and leaving the car stranded.",,,,,"[{""video_id"": ""UaYN_JlMb48"", ""title"": ""MK7 Volkswagen GTI - Common Problems"", ""channel"": ""CashedOutCars"", ""video_type_category"": ""list_format""}]",enum_augment,1,[],youtube,1,1,1,,list_format
start_stop_button_flaking,Start/stop button finish flakes,electrical,"[""2.0_TSI""]",,"The metal finish on the start/stop button peels off, which can be a visual or physical annoyance.",,,,,"[{""video_id"": ""UaYN_JlMb48"", ""title"": ""MK7 Volkswagen GTI - Common Problems"", ""channel"": ""CashedOutCars"", ""video_type_category"": ""list_format""}]",enum_augment,1,[],youtube,1,1,1,,list_format
sunroof_rattles_and_leaks,Sunroof rattles and leaks,body,"[""2.0_TSI""]",,"The sunroof rattles and makes noise while driving, and some cars experience water leaks into the cabin during rain.",,,,,"[{""video_id"": ""UaYN_JlMb48"", ""title"": ""MK7 Volkswagen GTI - Common Problems"", ""channel"": ""CashedOutCars"", ""video_type_category"": ""list_format""}]",enum_augment,1,[],youtube,1,1,1,,list_format
washer_fluid_sensor_failure,Washer fluid sensor fails,electrical,"[""2.0_TSI""]",,"The windshield washer fluid sensor fails, often when using certain types of fluid like orange Rain-X.",,,,,"[{""video_id"": ""UaYN_JlMb48"", ""title"": ""MK7 Volkswagen GTI - Common Problems"", ""channel"": ""CashedOutCars"", ""video_type_category"": ""list_format""}]",enum_augment,1,[],youtube,1,1,1,,list_format
dsg_mechatronic_failure,DSG mechatronic unit failures,gearbox,"[""1.4_TSI"", ""2.0_TDI""]",,DSG transmissions can have clutch and mechatronics issues that are expensive to fix.,Mechatronic unit failure,Replace mechatronic unit and/or clutch pack,high,high,"[{""video_id"": ""igRBrdqctV4"", ""title"": ""Everything that goes WRONG with a USED Volkswagen Golf (MK7/7.5)"", ""channel"": ""ReDriven"", ""video_type_category"": ""organic""}]",2002,1,"[""mechatronic"", ""mechatronics""]",youtube,1,1,1,,
