issue_id,label,system_component,affected_engines,affected_years,symptom,cause,fix,confidence,data_quality,source_videos,topic_id,topic_size,topic_top_terms,source,mention_count,distinct_channel_count,corroboration_count,engine_year_context,warning_signs,severity,merged_from_issue_ids,model_scope,trim_evidence,distinct_trim_count,dominant_trim,cross_trim_corroboration_count,trim_scope_warning,affected_years_evidence,affected_years_triangulated,video_type_category,affected_engines_original,_scope_notes,affected_engines_trim_original
oil_cap_seal_leak,Oil cap seal leak,engine,"[""1.8_TSI"", ""2.0_TSI""]",,"Oil mist or residue around the oil cap, indicating a poor seal that can spray oil under certain conditions.",,,,,"[{""video_id"": ""zoSbJVeqdnQ"", ""title"": ""Finding Problems on a Used MK7 | Inspection Video"", ""channel"": ""Deutsche Auto Parts"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""all_vw_golf_mk7""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""engine""}",,organic,,,
oil_pump_belt_disintegration,Oil pump belt disintegration,engine,"[""1.6_TDI"", ""2.0_TDI""]",,Lower oil pressure due to belt particles clogging the oil strainer.,,,,,"[{""video_id"": ""ce2WTs_uBos"", ""title"": ""VW Golf MK7 Issues of the Diesel Engines 2012-2020"", ""channel"": ""different car review"", ""video_type_category"": ""organic"", ""trim"": ""TDI""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""all_vw_golf_mk7""]","{""TDI"": 1}",1,TDI,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2013-2020""], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2013-2020""}",2013-2020,organic,,,
plastic_oil_pan_concern_1_8_tsi,Plastic oil pan aging concern,engine,"[""1.8_TSI""]",,Potential for future oil leaks as the plastic oil pan ages and becomes brittle.,,,,,"[{""video_id"": ""4f1aVIA801g"", ""title"": ""VW Golf MK7 Issues of the Petrol Engines 2012-2020"", ""channel"": ""different car review"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""all_vw_golf_mk7""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2013-2020""], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2013-2020""}",2013-2020,organic,,,
plastic_oil_pan_cracking,Plastic oil pan cracking,engine,"[""2.0_TSI""]",,"Oil pan cracks easily, leading to oil leaks.",,,,,"[{""video_id"": ""2X5bj2gX5z4"", ""title"": ""Common Problems of VW MK7 GTI"", ""channel"": ""Lucas Huang"", ""video_type_category"": ""list_format"", ""trim"": ""GTI""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""golf_gti_mk7""]","{""GTI"": 1}",1,GTI,0,True,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""engine""}",,list_format,,,
plastic_oil_pan_plug_leak,Plastic oil pan/drain plug leak,engine,"[""2.0_TSI""]",,"Oil leaks from the oil pan area, potentially requiring pan replacement.",Plastic oil pan and drain plug deteriorate with heat cycling; plastic plug must not be reused.,Replace plastic drain plug after every oil change; replace oil pan if leaking.,medium,medium,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""Golf GTI buyers guide MK7 & MK7.5 (2013-2020) Avoid buying broken VW GTI with common faults (2.0TSI)"", ""channel"": ""The Miles Driven"", ""video_type_category"": ""list_format"", ""trim"": ""GTI""}]",22,4,"[""plastic"", ""reused"", ""pan"", ""plug"", ""oil"", ""owners"", ""pans"", ""oil pans"", ""edge"", ""report need""]",youtube,1,1,1,"[{""engine"": ""2.0_TSI"", ""years"": ""2013-2020"", ""evidence_hits"": 1}]",[],low,,"[""golf_gti_mk7""]","{""GTI"": 1}",1,GTI,0,True,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [""2013-2020""], ""from_source_video_titles"": [""2013-2020""], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""intersect(regex_enrichment, title)"", ""confidence"": ""high"", ""triangulated"": ""2013-2020""}",2013-2020,,,,"[""1.0_TSI"", ""1.2_TSI"", ""1.4_TSI"", ""1.5_TSI"", ""1.6_TDI"", ""2.0_TDI"", ""2.0_TSI""]"
prets_wheel_cracking,Prets wheel cracking/buckling,body,[],,Standard 19-inch Prets wheels are susceptible to cracking or buckling.,,,,,"[{""video_id"": ""2JvUhYwgEGM"", ""title"": ""MK7 VW GOLF R BUYERS GUIDE : DO NOT BUY Without Watching This!"", ""channel"": ""Scottish Car Clan"", ""video_type_category"": ""list_format"", ""trim"": ""R""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""golf_r_mk7""]","{""R"": 1}",1,R,0,True,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""engine""}",,list_format,"[""2.0_TSI""]","[""system_component=body is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]",
rain_x_sensor_fouling,Rain-X fouls washer fluid sensor,electrical,[],,Windshield washer fluid sensor gives false low-level readings.,,,,,"[{""video_id"": ""2X5bj2gX5z4"", ""title"": ""Common Problems of VW MK7 GTI"", ""channel"": ""Lucas Huang"", ""video_type_category"": ""list_format"", ""trim"": ""GTI""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""golf_gti_mk7""]","{""GTI"": 1}",1,GTI,0,True,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""model_window"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""model_window""}",,list_format,,,
rear_badge_drain_tube_disconnect,Rear badge drain tube dislodges,body,[],,"The rear badge drain tube can dislodge, causing water leaks into the boot.",,,,,"[{""video_id"": ""igRBrdqctV4"", ""title"": ""Everything that goes WRONG with a USED Volkswagen Golf (MK7/7.5)"", ""channel"": ""ReDriven"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""all_vw_golf_mk7""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""model_window"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""model_window""}",,organic,,,
rear_bumper_fence_leak,Rear bumper plastic fence leaks,body,[],,The rear side plastic fence behind the bumper can leak into the boot and spare tire area.,,,,,"[{""video_id"": ""igRBrdqctV4"", ""title"": ""Everything that goes WRONG with a USED Volkswagen Golf (MK7/7.5)"", ""channel"": ""ReDriven"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""all_vw_golf_mk7""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""model_window"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""model_window""}",,organic,,,
rear_damper_leak,Rear damper fluid leak,suspension,[],,Near side rear damper had no fluid left due to a leak.,,,,,"[{""video_id"": ""P4nQsN7zNcA"", ""title"": ""This Golf R Has A HUGE LIST OF PROBLEMS!"", ""channel"": ""Calvin's Car Diary"", ""video_type_category"": ""organic"", ""trim"": ""R""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""golf_r_mk7""]","{""R"": 1}",1,R,0,True,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""engine""}",,organic,"[""2.0_TSI""]","[""system_component=suspension is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]",
rear_door_seal_detachment,Lower rear door seal comes loose,body,[],,The seal on the front part of the lower rear door can come loose.,,,,,"[{""video_id"": ""igRBrdqctV4"", ""title"": ""Everything that goes WRONG with a USED Volkswagen Golf (MK7/7.5)"", ""channel"": ""ReDriven"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""all_vw_golf_mk7""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""model_window"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""model_window""}",,organic,,,
rear_footwell_water_ingress,Rear footwell water ingress,body,[],,Damp or wet rear passenger footwells due to failing speaker seals.,,,,,"[{""video_id"": ""2JvUhYwgEGM"", ""title"": ""MK7 VW GOLF R BUYERS GUIDE : DO NOT BUY Without Watching This!"", ""channel"": ""Scottish Car Clan"", ""video_type_category"": ""list_format"", ""trim"": ""R""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""golf_r_mk7""]","{""R"": 1}",1,R,0,True,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""engine""}",,list_format,"[""2.0_TSI""]","[""system_component=body is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]",
rear_speaker_housing_leak,Front door speaker housing leaks,body,[],,"The plastic speaker housing seals in the rear doors fail, leaking water into the door jam and rear foot wells.",,,low,,"[{""video_id"": ""igRBrdqctV4"", ""title"": ""Everything that goes WRONG with a USED Volkswagen Golf (MK7/7.5)"", ""channel"": ""ReDriven"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",enum_augment,1,[],youtube,1,1,1,,[],low,"[""front_speaker_housing_leak"", ""rear_speaker_housing_leak""]","[""all_vw_golf_mk7""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""model_window"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""model_window""}",,organic,,,
rear_washer_pipe_leak,Rear screen washer pipe leaks,body,[],,The rear screen washer pipe can leak into the front left foot well.,,,,,"[{""video_id"": ""igRBrdqctV4"", ""title"": ""Everything that goes WRONG with a USED Volkswagen Golf (MK7/7.5)"", ""channel"": ""ReDriven"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""all_vw_golf_mk7""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""model_window"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""model_window""}",,organic,,,
start_stop_button_flaking,Start/stop button finish flakes,electrical,[],,"The metal finish on the start/stop button peels off, which can be a visual or physical annoyance.",,,,,"[{""video_id"": ""UaYN_JlMb48"", ""title"": ""MK7 Volkswagen GTI - Common Problems"", ""channel"": ""CashedOutCars"", ""video_type_category"": ""list_format"", ""trim"": ""GTI""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""golf_gti_mk7""]","{""GTI"": 1}",1,GTI,0,True,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""engine""}",,list_format,"[""2.0_TSI""]","[""system_component=electrical is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]",
stuck_ignition_coils,Ignition coils stuck in place,engine,"[""1.0_TSI"", ""1.2_TSI"", ""1.4_TSI"", ""1.5_TSI"", ""1.8_TSI"", ""2.0_TSI""]",,Ignition coils become seized and can break during removal for spark plug service.,,,,,"[{""video_id"": ""4f1aVIA801g"", ""title"": ""VW Golf MK7 Issues of the Petrol Engines 2012-2020"", ""channel"": ""different car review"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",enum_augment,1,[],youtube,1,1,1,"[{""engine"": ""1.2_TSI"", ""years"": ""2014-2017"", ""evidence_hits"": 3, ""pre_years"": [2014, 2017]}, {""engine"": ""1.4_TSI"", ""years"": ""2014-2017"", ""evidence_hits"": 4, ""pre_years"": [2014, 2017]}]",,,,"[""all_vw_golf_mk7""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [""2013-2014""], ""from_source_video_titles"": [""2013-2020""], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""intersect(regex_enrichment, title)"", ""confidence"": ""high"", ""triangulated"": ""2013-2014""}",2013-2014,organic,,,
subframe_bolt_failure,Front subframe bolt failure,suspension,[],,Clunking sound from front end not from dampers/bushings.,,,,,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""Golf GTI buyers guide MK7 & MK7.5 (2013-2020) Avoid buying broken VW GTI with common faults (2.0TSI)"", ""channel"": ""The Miles Driven"", ""video_type_category"": ""list_format"", ""trim"": ""GTI""}]",enum_augment,1,[],youtube,1,1,1,"[{""engine"": ""2.0_TSI"", ""years"": ""2013-2020"", ""evidence_hits"": 1}]",,,,"[""golf_gti_mk7""]","{""GTI"": 1}",1,GTI,0,True,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [""2013-2020""], ""from_source_video_titles"": [""2013-2020""], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""intersect(regex_enrichment, title)"", ""confidence"": ""high"", ""triangulated"": ""2013-2020""}",2013-2020,list_format,"[""2.0_TSI""]","[""system_component=suspension is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]",
sunroof_drain_tube_blockage,Sunroof drainage tubes block,body,[],,"The sunroof drainage tubes, especially the front ones on hatchbacks, have a habit of blocking easily.",,,,,"[{""video_id"": ""igRBrdqctV4"", ""title"": ""Everything that goes WRONG with a USED Volkswagen Golf (MK7/7.5)"", ""channel"": ""ReDriven"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""all_vw_golf_mk7""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""model_window"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""model_window""}",,organic,,,
sunroof_frame_cracking,Sunroof internal frame cracks,body,[],,"The internal plastic frame of the sunroof can crack and split, allowing water ingress.",,,,,"[{""video_id"": ""igRBrdqctV4"", ""title"": ""Everything that goes WRONG with a USED Volkswagen Golf (MK7/7.5)"", ""channel"": ""ReDriven"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""all_vw_golf_mk7""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""model_window"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""model_window""}",,organic,,,
sunroof_rattles_and_leaks,Sunroof rattles and leaks,body,[],,"The sunroof rattles and makes noise while driving, and some cars experience water leaks into the cabin during rain.",,,,,"[{""video_id"": ""UaYN_JlMb48"", ""title"": ""MK7 Volkswagen GTI - Common Problems"", ""channel"": ""CashedOutCars"", ""video_type_category"": ""list_format"", ""trim"": ""GTI""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""golf_gti_mk7""]","{""GTI"": 1}",1,GTI,0,True,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""engine""}",,list_format,"[""2.0_TSI""]","[""system_component=body is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]",
sunroof_seal_failure,Sunroof seal incorrectly fitted,body,[],,Potential water ingress due to faulty sunroof seal.,,,,,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""Golf GTI buyers guide MK7 & MK7.5 (2013-2020) Avoid buying broken VW GTI with common faults (2.0TSI)"", ""channel"": ""The Miles Driven"", ""video_type_category"": ""list_format"", ""trim"": ""GTI""}]",enum_augment,1,[],youtube,1,1,1,"[{""engine"": ""2.0_TSI"", ""years"": ""2013-2020"", ""evidence_hits"": 1}]",,,,"[""golf_gti_mk7""]","{""GTI"": 1}",1,GTI,0,True,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [""2013-2020""], ""from_source_video_titles"": [""2013-2020""], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""intersect(regex_enrichment, title)"", ""confidence"": ""high"", ""triangulated"": ""2013-2020""}",2013-2020,list_format,"[""2.0_TSI""]","[""system_component=body is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]",
sunroof_trim_cracking,Sunroof plastic trim cracks,body,[],,The plastic trim piece around the sunroof can crack at the front corners.,,,,,"[{""video_id"": ""igRBrdqctV4"", ""title"": ""Everything that goes WRONG with a USED Volkswagen Golf (MK7/7.5)"", ""channel"": ""ReDriven"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""all_vw_golf_mk7""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""model_window"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""model_window""}",,organic,,,
tail_light_seal_leak,Tail light seals leak,body,[],,The tail light seals can leak water.,,,,,"[{""video_id"": ""igRBrdqctV4"", ""title"": ""Everything that goes WRONG with a USED Volkswagen Golf (MK7/7.5)"", ""channel"": ""ReDriven"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""all_vw_golf_mk7""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""model_window"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""model_window""}",,organic,,,
thermostat_housing_coolant_leak,Thermostat housing deterioration and coolant leak,cooling,"[""2.0_TSI""]",,Coolant smell or loss from deteriorated plastic thermostat housing.,,,,,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""Golf GTI buyers guide MK7 & MK7.5 (2013-2020) Avoid buying broken VW GTI with common faults (2.0TSI)"", ""channel"": ""The Miles Driven"", ""video_type_category"": ""list_format"", ""trim"": ""GTI""}]",enum_augment,1,[],youtube,1,1,1,"[{""engine"": ""2.0_TSI"", ""years"": ""2013-2020"", ""evidence_hits"": 1}]",,,,"[""golf_gti_mk7""]","{""GTI"": 1}",1,GTI,0,True,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [""2013-2020""], ""from_source_video_titles"": [""2013-2020""], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""intersect(regex_enrichment, title)"", ""confidence"": ""high"", ""triangulated"": ""2013-2020""}",2013-2020,list_format,,,
third_brake_light_leak,Third brake light leaks,body,[],,The third brake light can leak water.,,,,,"[{""video_id"": ""igRBrdqctV4"", ""title"": ""Everything that goes WRONG with a USED Volkswagen Golf (MK7/7.5)"", ""channel"": ""ReDriven"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""all_vw_golf_mk7""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""model_window"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""model_window""}",,organic,,,
timing_belt_tensioner_failure,Premature timing belt tensioner failure,engine,"[""1.6_TDI"", ""2.0_TDI""]",,"Strange hissing, chirping, or squeaking noises from timing belt area after cold start.",,,,,"[{""video_id"": ""ce2WTs_uBos"", ""title"": ""VW Golf MK7 Issues of the Diesel Engines 2012-2020"", ""channel"": ""different car review"", ""video_type_category"": ""organic"", ""trim"": ""TDI""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""all_vw_golf_mk7""]","{""TDI"": 1}",1,TDI,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2013-2020""], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2013-2020""}",2013-2020,organic,,,
timing_chain_tensioner_wear_1_8_tsi,Timing chain tensioner wear,engine,"[""1.8_TSI""]",,"Rattling noise at cold start, indicating potential excessive wear or extension of the timing chain tensioner.",,,,,"[{""video_id"": ""4f1aVIA801g"", ""title"": ""VW Golf MK7 Issues of the Petrol Engines 2012-2020"", ""channel"": ""different car review"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""all_vw_golf_mk7""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2013-2020""], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2013-2020""}",2013-2020,organic,,,
timing_cover_oil_leak_1_8_tsi,Oil leak from upper timing cover,engine,"[""1.8_TSI""]",,Oil leak originating from the upper timing chain cover.,,,,,"[{""video_id"": ""4f1aVIA801g"", ""title"": ""VW Golf MK7 Issues of the Petrol Engines 2012-2020"", ""channel"": ""different car review"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""all_vw_golf_mk7""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2013-2020""], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2013-2020""}",2013-2020,organic,,,
turbo_failure_early_models,Turbo failure on early cars,engine,"[""2.0_TSI""]",2015,"The turbocharger is known to go bad, which is a major part failure.",,,,,"[{""video_id"": ""UaYN_JlMb48"", ""title"": ""MK7 Volkswagen GTI - Common Problems"", ""channel"": ""CashedOutCars"", ""video_type_category"": ""list_format"", ""trim"": ""GTI""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""golf_gti_mk7""]","{""GTI"": 1}",1,GTI,0,True,"{""from_llm_year_phrase"": ""2015"", ""from_llm_year_parsed"": [""2015""], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""llm_phrase_only"", ""confidence"": ""medium"", ""triangulated"": ""2015""}",2015,list_format,,,
